id,cuisine
38876,italian
11197,chinese
48216,italian
24611,italian
16761,japanese
47345,italian
16477,italian
31855,italian
403,mexican
48608,italian
1985,italian
36249,italian
27201,italian
22141,mexican
34166,italian
4721,italian
44230,mexican
21409,italian
29986,italian
15401,italian
32341,italian
46266,italian
6633,italian
42713,italian
9117,russian
16266,italian
36470,southern_us
16164,italian
34712,italian
29117,southern_us
34991,indian
24906,italian
36954,italian
29979,italian
16710,italian
48056,italian
24035,italian
32656,italian
45875,italian
1735,indian
35986,italian
45005,southern_us
46636,southern_us
31507,southern_us
31348,korean
28362,indian
33305,indian
36747,southern_us
39897,mexican
27450,italian
49579,korean
24426,mexican
11507,italian
6093,italian
49338,italian
11560,italian
49597,mexican
17865,italian
5995,italian
9707,italian
6888,italian
46148,japanese
19940,italian
34637,italian
14214,italian
15805,italian
34328,italian
27174,italian
24919,italian
33206,italian
10745,southern_us
41550,mexican
5008,italian
10685,mexican
15287,italian
25701,italian
31525,italian
27096,chinese
36113,japanese
48480,italian
1944,italian
26314,italian
10478,mexican
15149,italian
5024,italian
1676,italian
2869,italian
20079,italian
8053,mexican
6212,italian
13557,indian
9735,italian
39956,spanish
21569,italian
3269,chinese
4461,southern_us
41598,southern_us
44612,italian
20150,irish
7278,italian
35809,italian
21612,italian
20357,french
23355,italian
27727,korean
34021,jamaican
9970,italian
36438,italian
12079,italian
22380,chinese
28065,italian
49690,italian
48671,italian
18509,italian
8903,italian
23374,italian
22475,japanese
28418,italian
42625,italian
44840,italian
42121,indian
2243,indian
18032,japanese
19392,italian
25679,italian
11223,mexican
35867,italian
33842,mexican
12676,italian
38377,italian
344,italian
11864,italian
16895,italian
3001,mexican
19195,italian
3635,italian
23150,russian
17502,italian
16405,italian
34160,mexican
34495,french
18377,british
18988,chinese
24880,italian
48302,italian
33358,italian
20732,italian
22094,french
8638,italian
35556,italian
27248,italian
15746,italian
46404,italian
23323,italian
39018,italian
23510,italian
27710,italian
30540,italian
48945,italian
37197,vietnamese
27343,chinese
29349,mexican
38383,italian
46758,chinese
24859,chinese
18292,mexican
32450,italian
35936,italian
36789,italian
19804,italian
16604,italian
585,italian
29352,jamaican
48392,italian
44324,italian
5012,italian
19487,italian
17263,mexican
26127,italian
39464,indian
4870,italian
16171,moroccan
308,italian
19155,italian
18736,brazilian
43352,southern_us
24652,mexican
44181,italian
36237,indian
30286,italian
4019,italian
20111,italian
35543,italian
25992,southern_us
8275,mexican
49613,russian
45149,italian
38610,indian
18111,korean
35670,italian
30349,italian
12034,southern_us
20729,italian
11458,italian
16423,italian
47404,italian
43875,chinese
43513,southern_us
21894,italian
9350,italian
18519,italian
4651,mexican
14831,mexican
32530,thai
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,italian
1952,mexican
6792,italian
44853,italian
13807,irish
14303,italian
27449,mexican
20389,french
32028,italian
9758,mexican
15295,italian
14904,italian
9534,italian
46950,italian
15648,italian
44473,greek
29833,italian
3015,italian
43675,french
3329,italian
27359,italian
18163,russian
45238,italian
2146,mexican
17194,french
15864,italian
6084,italian
44220,italian
1843,italian
4777,italian
27182,italian
47648,italian
30068,italian
36696,mexican
47909,italian
19016,italian
32683,italian
224,italian
2031,southern_us
26715,italian
23886,mexican
28724,italian
46037,italian
38683,italian
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,french
13023,indian
27838,italian
3661,italian
35313,italian
45668,italian
3070,italian
20607,italian
33560,chinese
43354,italian
19935,italian
45795,italian
42932,mexican
42059,italian
47601,southern_us
31240,chinese
5339,southern_us
8192,italian
4831,korean
9134,indian
49500,italian
45456,italian
47506,italian
43238,italian
43910,cajun_creole
36829,thai
2771,mexican
14712,southern_us
37718,mexican
5264,italian
26273,italian
48641,italian
46990,indian
26575,italian
43906,french
30518,mexican
45950,indian
15967,italian
25115,italian
15112,italian
34860,cajun_creole
32100,italian
11239,korean
809,italian
9212,italian
34741,southern_us
29409,mexican
39986,italian
21487,italian
36981,italian
19115,italian
37110,mexican
36185,italian
26244,italian
18026,italian
36961,italian
14384,italian
6039,cajun_creole
31871,italian
35841,italian
16074,italian
39180,italian
19331,italian
8658,french
49574,italian
25237,mexican
6947,italian
5309,italian
35914,french
14715,italian
47994,italian
11508,italian
41662,mexican
39047,italian
22933,italian
5016,italian
49449,greek
39029,italian
1721,italian
41864,french
17358,mexican
36847,mexican
34812,indian
5486,italian
2492,italian
45624,mexican
7576,mexican
34773,chinese
16904,chinese
4279,italian
38068,italian
7370,italian
23586,french
48790,mexican
26717,italian
32749,italian
42536,italian
5372,italian
37143,british
37244,italian
27674,italian
778,italian
14686,french
9274,italian
37769,italian
12871,italian
38528,italian
32968,italian
6275,italian
4732,southern_us
9452,italian
29194,italian
16627,italian
5127,italian
26447,italian
11489,moroccan
23884,british
14545,italian
19620,italian
9771,italian
21265,mexican
38249,italian
3483,italian
21262,italian
14605,italian
9448,indian
15750,southern_us
6413,italian
17585,chinese
10057,italian
29462,italian
18943,italian
22591,mexican
32048,southern_us
32249,italian
39578,japanese
21724,italian
27119,italian
25094,italian
41200,irish
33033,italian
21389,italian
49103,italian
12519,southern_us
26913,indian
12460,italian
3397,italian
3502,italian
42877,italian
249,cajun_creole
46008,italian
14185,italian
20873,italian
11722,italian
24883,indian
3932,italian
25728,southern_us
16428,italian
7887,italian
48364,chinese
47197,southern_us
28640,italian
16758,italian
39135,italian
33302,italian
23677,italian
25509,mexican
35746,italian
46195,italian
19788,italian
18888,italian
21153,italian
44672,italian
48707,italian
2232,italian
36081,italian
948,italian
24512,italian
24382,indian
40648,italian
48886,italian
21967,southern_us
40119,italian
38221,italian
49494,cajun_creole
17286,italian
10421,mexican
13088,italian
34348,french
15405,italian
15218,italian
40233,italian
26098,italian
17221,italian
25198,italian
22532,italian
41563,italian
2554,italian
38170,mexican
29476,greek
33384,italian
5770,korean
5628,italian
44069,italian
18530,greek
22369,vietnamese
9498,italian
26476,italian
29939,italian
9336,italian
26377,mexican
18442,mexican
13470,italian
34689,italian
11016,italian
28985,indian
25293,italian
569,italian
29992,japanese
20363,mexican
6981,italian
30154,italian
39960,italian
25975,italian
4029,indian
49081,southern_us
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,italian
37897,british
44731,italian
3460,italian
29855,italian
31140,italian
4481,italian
30882,italian
511,italian
1120,italian
42651,mexican
18209,italian
38368,italian
31783,italian
37589,italian
17752,japanese
37020,italian
19503,jamaican
2718,italian
28365,italian
45843,indian
4514,italian
4311,italian
41356,italian
12022,italian
6846,italian
8983,chinese
47589,southern_us
14859,southern_us
20035,chinese
732,italian
38568,italian
10871,italian
42540,italian
48782,italian
17988,greek
8147,korean
32029,italian
25598,italian
8695,chinese
11213,italian
21053,italian
29154,southern_us
33691,japanese
32129,italian
43787,italian
40642,italian
39782,french
38430,italian
33438,italian
31602,spanish
17581,italian
25169,italian
35755,italian
33544,mexican
34252,italian
30764,southern_us
44946,italian
716,mexican
24668,italian
24270,mexican
13165,italian
33758,italian
3090,vietnamese
43987,moroccan
39021,italian
44460,italian
29876,italian
17737,italian
36772,italian
18174,italian
20924,southern_us
39098,mexican
32571,mexican
26957,italian
11363,mexican
20736,italian
42639,chinese
43350,italian
15451,italian
45175,italian
5652,mexican
1569,thai
39036,italian
13673,korean
1550,mexican
38553,irish
38594,mexican
3220,mexican
24686,italian
10863,italian
46683,italian
5113,italian
34967,mexican
15420,italian
9607,italian
7190,mexican
7482,italian
3928,italian
11288,cajun_creole
1948,italian
6590,italian
20275,italian
14212,southern_us
47990,italian
36653,italian
22436,italian
34790,italian
45752,southern_us
19159,mexican
14515,greek
27510,italian
38699,italian
34959,french
7206,italian
2316,italian
18823,mexican
1909,mexican
48313,cajun_creole
5844,southern_us
29975,southern_us
41091,chinese
9532,italian
46569,italian
10399,chinese
42934,italian
2688,italian
27095,filipino
12476,southern_us
23070,italian
9837,italian
45829,italian
31887,italian
28518,southern_us
47168,italian
45321,mexican
20662,french
9699,italian
41018,indian
705,french
42898,italian
633,indian
31443,italian
18613,mexican
19060,italian
17845,italian
1534,indian
41786,italian
31656,irish
17330,italian
7048,french
7938,italian
46208,italian
33759,italian
5526,italian
26943,mexican
20701,italian
35701,italian
36687,italian
21401,italian
376,italian
6980,italian
39402,italian
43095,italian
18576,greek
39720,indian
17526,british
27549,italian
27123,italian
22979,italian
46113,italian
31557,mexican
20414,brazilian
14487,thai
24881,italian
17955,italian
39109,mexican
35576,moroccan
25876,italian
24669,mexican
22261,japanese
832,chinese
29742,italian
21381,italian
34322,italian
7224,korean
17978,southern_us
9438,chinese
9458,italian
41045,thai
34614,italian
16651,italian
8230,italian
39372,italian
39357,russian
44341,mexican
42052,italian
45208,vietnamese
28626,italian
48345,vietnamese
37791,brazilian
15227,chinese
24053,japanese
17716,italian
6087,italian
28000,italian
4320,italian
21783,italian
16148,mexican
47562,italian
31541,italian
43574,italian
45475,italian
16953,italian
5239,chinese
4595,italian
37279,british
33264,italian
30484,mexican
9200,italian
7457,italian
42413,japanese
18484,italian
20985,mexican
29503,italian
45242,italian
46953,italian
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,italian
20602,italian
48085,italian
14896,italian
47518,thai
29161,italian
39363,mexican
694,italian
3887,italian
12671,italian
31117,italian
14714,mexican
29993,italian
20639,italian
17665,italian
3969,italian
11014,mexican
19530,southern_us
17271,italian
30457,italian
22989,italian
45756,italian
20297,italian
10942,italian
35686,mexican
13032,italian
7951,southern_us
20432,italian
17971,mexican
4128,italian
7589,italian
18816,chinese
12650,chinese
418,italian
36366,italian
32991,italian
6424,italian
8134,indian
39280,southern_us
3091,italian
23382,italian
34090,italian
23320,italian
14962,italian
42047,italian
44805,italian
36584,southern_us
3016,italian
6391,italian
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,italian
16837,italian
23687,indian
38118,italian
27801,italian
17096,chinese
20235,southern_us
13288,italian
26749,italian
19084,mexican
35200,italian
41073,italian
28016,italian
18431,italian
22228,italian
27456,mexican
325,italian
6543,italian
7062,italian
49221,french
44536,italian
24865,indian
26543,italian
10096,italian
38273,italian
6710,italian
49243,italian
19624,italian
24435,italian
14883,italian
22516,southern_us
587,southern_us
40539,italian
11208,italian
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,italian
14277,southern_us
41308,mexican
34438,italian
9805,italian
38007,italian
23919,italian
13945,italian
32279,italian
17456,italian
47941,southern_us
32310,italian
44442,french
14163,italian
27573,italian
777,italian
44116,indian
13347,mexican
29348,japanese
14219,italian
39983,italian
33682,italian
21443,indian
47642,italian
1759,cajun_creole
1205,southern_us
4794,mexican
17408,mexican
34666,italian
40237,italian
13778,italian
41289,italian
3560,irish
35830,italian
11151,italian
12789,italian
21166,italian
24716,italian
25586,italian
11046,southern_us
31793,italian
28746,italian
7226,italian
30991,southern_us
47476,french
30626,italian
49367,italian
35754,italian
4247,italian
49423,italian
22295,southern_us
2749,italian
685,italian
30988,italian
46285,italian
40492,mexican
22264,italian
15921,italian
388,italian
33121,italian
35685,italian
4416,italian
17725,italian
39525,italian
27034,japanese
28470,italian
38953,italian
20045,italian
12896,italian
39573,italian
8838,brazilian
15399,italian
39439,italian
26837,italian
41220,italian
35968,italian
24335,italian
10983,italian
5516,italian
38894,italian
11887,greek
31306,southern_us
38578,italian
3561,italian
45095,italian
30969,italian
14389,southern_us
29670,mexican
40995,italian
33629,italian
10616,italian
30886,italian
18995,indian
31098,italian
34607,italian
48989,italian
44542,italian
47075,italian
19228,chinese
2685,italian
11686,italian
9610,mexican
30405,italian
43666,moroccan
32892,italian
44741,indian
6791,italian
440,italian
22693,southern_us
24328,italian
13800,italian
23873,italian
12767,southern_us
5929,mexican
20645,italian
20999,cajun_creole
29995,italian
35223,italian
22414,greek
23410,chinese
36558,japanese
13704,italian
41952,indian
46915,cajun_creole
47170,italian
2295,italian
46128,italian
48349,mexican
1482,italian
26589,italian
9418,italian
31356,irish
16052,italian
43594,italian
29099,italian
23472,italian
34914,italian
19404,italian
28299,mexican
12314,southern_us
6047,italian
37581,italian
12750,filipino
17498,japanese
7694,italian
14531,italian
26628,mexican
8205,italian
25101,italian
29045,italian
20917,indian
8311,italian
10213,italian
15241,thai
46132,italian
15349,italian
22580,italian
47335,italian
17759,cajun_creole
27633,italian
42313,italian
47272,mexican
4553,italian
15235,italian
34102,italian
21227,italian
9782,italian
6913,italian
11944,chinese
19035,italian
9848,italian
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,italian
18063,mexican
16962,italian
8415,italian
19041,italian
38889,italian
32528,thai
21750,italian
11344,italian
27945,italian
37025,italian
789,italian
25084,chinese
6024,italian
14741,italian
20468,italian
26963,italian
1451,italian
27745,italian
31347,italian
46592,italian
38107,indian
5987,italian
1808,italian
23783,greek
28618,italian
36764,italian
11326,mexican
3020,italian
24326,italian
34002,italian
11499,cajun_creole
9268,italian
49368,thai
44720,vietnamese
13127,italian
34494,italian
48382,italian
18585,italian
40052,italian
46321,southern_us
49561,southern_us
9453,mexican
19555,mexican
17833,italian
10196,italian
35996,italian
22530,italian
44176,italian
2669,italian
10896,mexican
7343,italian
46255,chinese
27043,italian
20998,southern_us
12357,mexican
36339,italian
45086,chinese
37690,italian
37829,indian
3537,mexican
5150,italian
13,southern_us
44579,italian
8749,southern_us
131,mexican
44306,italian
19202,mexican
21300,italian
27286,italian
18297,italian
4388,italian
22234,italian
7359,jamaican
39947,italian
6855,italian
46057,italian
33950,italian
36009,italian
23732,italian
21316,italian
32806,italian
34343,italian
11973,italian
2380,italian
30667,italian
42364,italian
30258,french
34109,chinese
5265,italian
123,mexican
12498,italian
23713,italian
25176,italian
28576,indian
32563,italian
38829,italian
3835,italian
1960,italian
43991,southern_us
45136,italian
41554,southern_us
10118,japanese
43827,italian
32583,mexican
31949,italian
23574,italian
28211,chinese
21793,italian
25914,italian
34735,italian
26071,chinese
9476,italian
29443,southern_us
16966,italian
6457,southern_us
25882,italian
48390,greek
28356,southern_us
15699,chinese
2090,italian
4686,italian
27937,italian
25560,italian
38937,italian
48670,italian
2547,italian
17442,southern_us
28669,italian
4410,italian
36917,italian
46755,italian
25321,southern_us
47019,italian
33077,italian
11593,french
44295,mexican
46632,chinese
18503,southern_us
29030,southern_us
32516,italian
35128,italian
41715,italian
49185,italian
35517,italian
13909,italian
36886,southern_us
29304,mexican
29577,mexican
24570,thai
29466,italian
10724,italian
30026,italian
37133,greek
29346,italian
32871,italian
46420,italian
29083,italian
4402,italian
15877,italian
33448,indian
3541,italian
27704,italian
28658,italian
23793,italian
11040,italian
28419,french
37086,italian
13965,italian
28674,italian
5645,italian
20756,italian
15548,irish
14495,italian
11989,italian
47482,italian
14101,mexican
1289,mexican
49473,vietnamese
39161,italian
14452,italian
31489,italian
15599,mexican
28440,italian
33624,mexican
24090,italian
16137,italian
4819,italian
1377,southern_us
47636,italian
25907,italian
35894,mexican
20315,mexican
27199,italian
34055,italian
26938,italian
5734,mexican
32241,italian
2163,italian
20340,italian
6278,italian
49404,italian
36731,mexican
29165,mexican
24932,italian
6591,italian
14644,italian
43518,italian
28979,thai
45821,southern_us
26627,italian
39139,italian
3026,japanese
13204,italian
762,italian
28036,italian
46514,italian
34536,italian
36484,indian
5676,italian
13715,italian
43019,mexican
2471,italian
34065,italian
39362,italian
4987,greek
28414,italian
8710,italian
6610,italian
28847,thai
10560,italian
32993,italian
16912,mexican
35262,italian
46936,italian
14553,italian
17471,korean
22897,cajun_creole
2789,italian
3897,italian
22751,italian
16566,japanese
23033,italian
30500,italian
13018,italian
13077,mexican
9177,italian
16012,italian
5293,italian
35451,italian
5591,italian
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,italian
46703,southern_us
41776,italian
4099,italian
4251,italian
29381,italian
30300,italian
27494,italian
48254,italian
32789,italian
44569,italian
44160,italian
18762,italian
23808,italian
11875,italian
35843,italian
4948,mexican
34713,italian
8352,italian
28407,italian
3506,italian
44338,italian
38464,italian
1139,italian
12287,italian
27031,chinese
42153,italian
42686,italian
44415,italian
10072,italian
8618,italian
14153,italian
23825,greek
21440,italian
13366,italian
24979,italian
33437,italian
4864,italian
33017,spanish
15122,french
42731,italian
8281,italian
2812,italian
30683,southern_us
24249,russian
12169,cajun_creole
28629,italian
32774,southern_us
15181,italian
44314,italian
37583,italian
28069,italian
33503,mexican
24015,italian
39333,chinese
13414,italian
4855,italian
6512,italian
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,italian
28810,greek
23045,italian
21296,italian
33484,italian
30045,italian
17354,indian
30061,italian
41671,mexican
13160,indian
43260,chinese
43992,irish
16117,italian
30403,italian
37331,italian
5456,italian
26893,southern_us
44470,french
38130,french
9361,italian
19320,italian
3545,korean
25778,italian
34074,italian
34216,brazilian
38817,italian
20749,italian
31535,italian
2052,italian
18186,italian
49595,french
47592,italian
26011,italian
23403,indian
8005,japanese
19517,indian
10157,mexican
47071,mexican
22469,greek
26224,italian
29482,italian
8227,italian
12580,italian
26385,mexican
49610,british
6446,italian
1766,mexican
19538,italian
44811,italian
16844,mexican
28777,italian
28282,italian
15025,italian
35345,italian
21527,italian
26997,italian
40454,italian
2828,italian
18980,italian
13604,italian
9911,italian
49684,italian
5056,italian
2990,french
32016,cajun_creole
37476,italian
33761,italian
20280,italian
19266,italian
17492,italian
29376,italian
39788,italian
606,korean
28514,brazilian
8497,italian
14688,italian
6514,southern_us
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,italian
6680,italian
11165,mexican
10077,italian
10703,italian
32046,italian
40961,italian
35596,italian
1653,italian
3886,french
14121,italian
36351,italian
32915,italian
5386,italian
40215,mexican
183,italian
24641,thai
47715,italian
34390,italian
712,italian
12535,chinese
49435,italian
30517,southern_us
3489,italian
1636,indian
30044,italian
24095,italian
22105,italian
24627,japanese
38840,italian
9246,italian
32088,italian
38769,italian
5657,italian
15325,italian
28603,italian
42188,italian
30446,italian
1757,chinese
32710,italian
2136,italian
27690,italian
35074,italian
48873,spanish
39277,southern_us
28708,french
45762,italian
37933,italian
4491,moroccan
35597,italian
15163,french
25745,italian
49614,italian
41946,italian
6372,italian
39604,mexican
42983,mexican
19983,indian
21892,italian
20647,italian
47368,italian
3557,southern_us
41749,italian
31498,italian
19271,mexican
15640,italian
26181,italian
22491,italian
31939,italian
35961,italian
9811,cajun_creole
40599,italian
40190,cajun_creole
16581,italian
22637,mexican
37123,mexican
36020,italian
2226,italian
43012,italian
13134,italian
18749,italian
1692,southern_us
10138,italian
25235,italian
13955,italian
42655,italian
12415,italian
7502,italian
27394,italian
44210,mexican
5331,italian
25173,italian
48988,italian
20735,italian
22048,italian
27644,italian
43242,italian
28368,italian
2429,italian
25477,italian
30938,mexican
29877,italian
30451,italian
48987,thai
17989,russian
13439,italian
33444,italian
38794,italian
37227,italian
39679,italian
34234,southern_us
38038,italian
7274,italian
18018,italian
11450,mexican
48160,italian
21288,italian
34704,french
46684,italian
7049,italian
9116,vietnamese
22485,italian
6346,italian
40269,italian
35850,chinese
1429,filipino
19739,italian
38972,italian
39570,italian
43463,italian
21757,italian
36070,italian
40550,mexican
22914,thai
15074,italian
41576,mexican
46372,italian
8751,italian
47378,italian
21143,italian
3818,italian
48486,italian
23388,italian
37216,southern_us
13142,italian
828,italian
18468,italian
25554,mexican
9863,italian
12771,thai
3066,italian
35442,italian
25696,mexican
38136,mexican
35825,italian
28933,italian
34629,southern_us
22169,italian
7028,italian
37204,mexican
16980,mexican
27356,mexican
11736,italian
1632,indian
1073,mexican
8236,italian
42866,italian
30904,thai
35258,italian
17290,italian
35929,mexican
46072,italian
46763,italian
47664,italian
45625,italian
31177,italian
33941,italian
12272,italian
48146,italian
11812,italian
42795,mexican
14372,italian
2964,italian
9236,italian
18992,italian
30902,italian
30939,italian
20108,italian
6562,chinese
46412,italian
8034,italian
37521,southern_us
46651,italian
32493,italian
3251,italian
31825,southern_us
2676,italian
32140,italian
5326,italian
38240,italian
45874,italian
17253,japanese
25292,italian
48666,italian
49278,italian
47903,italian
42062,italian
27885,italian
21229,mexican
47629,southern_us
16695,italian
5355,southern_us
45369,italian
25736,filipino
29882,chinese
38900,indian
1508,southern_us
2526,italian
16563,mexican
49060,italian
31448,southern_us
36746,italian
1280,southern_us
41950,brazilian
25948,italian
35444,italian
2881,italian
44080,southern_us
4446,korean
47106,indian
15521,italian
44359,italian
48967,italian
1599,italian
44514,italian
7140,indian
27656,italian
35581,cajun_creole
6359,italian
41639,italian
42680,italian
31520,japanese
47846,mexican
7993,italian
2996,italian
27737,vietnamese
27427,southern_us
3734,italian
44673,southern_us
43924,italian
18628,italian
3596,italian
37666,southern_us
14633,italian
36259,italian
19752,italian
16697,italian
9550,mexican
20813,irish
34356,italian
3583,italian
14148,chinese
28329,italian
166,mexican
12368,italian
32261,italian
35306,italian
1414,italian
45051,italian
20767,italian
23450,italian
404,italian
527,japanese
25416,vietnamese
25409,italian
34603,italian
20266,mexican
9513,british
7794,moroccan
19429,indian
11328,italian
49242,italian
40411,filipino
46424,italian
1634,italian
47221,italian
3963,italian
15515,italian
6735,cajun_creole
41899,southern_us
36222,italian
24468,italian
9876,italian
33614,french
42279,italian
46846,italian
34711,italian
39556,italian
1064,cajun_creole
30080,italian
6076,italian
5670,italian
44525,indian
19743,italian
36205,italian
9030,italian
39755,italian
39434,italian
37803,italian
30053,italian
11661,italian
17918,southern_us
44237,italian
38536,italian
47369,italian
6108,italian
16807,italian
41329,italian
33582,korean
9570,italian
47129,italian
14268,italian
8395,italian
38977,italian
22716,irish
25753,southern_us
12018,italian
31659,filipino
21149,french
10328,indian
33585,italian
29192,italian
46733,french
12887,italian
24354,italian
39237,italian
19430,italian
39895,italian
34566,italian
17889,italian
40652,italian
31395,italian
35908,italian
18341,italian
17745,italian
40560,mexican
25097,french
31430,jamaican
25484,italian
43668,korean
2184,indian
12106,italian
25747,italian
11423,italian
22403,italian
2880,korean
15445,italian
9825,mexican
31607,italian
9341,mexican
2406,italian
28466,italian
8619,italian
16097,italian
11652,mexican
16852,italian
29111,italian
33602,indian
35,mexican
47741,italian
39820,brazilian
25332,korean
5720,italian
19634,southern_us
34851,italian
14117,chinese
12195,italian
33665,italian
46228,italian
15964,italian
47502,italian
41865,italian
46055,italian
8863,italian
48658,italian
42251,french
33164,italian
24526,southern_us
39431,italian
3893,southern_us
34175,italian
6727,italian
17230,italian
24579,mexican
15873,italian
3703,italian
27030,mexican
9149,italian
16152,mexican
49665,italian
27036,italian
8341,italian
30384,italian
32883,italian
29047,mexican
31964,italian
7011,southern_us
46301,italian
3495,italian
11949,mexican
975,italian
15529,korean
15372,mexican
5176,italian
13631,italian
42028,italian
4936,italian
26471,italian
43833,italian
47933,italian
38373,italian
5780,filipino
46303,italian
27308,italian
10340,italian
48900,italian
876,italian
10446,italian
15082,italian
31706,italian
24885,italian
34944,italian
7917,mexican
5923,indian
44272,italian
41074,italian
381,italian
16053,italian
37470,indian
23027,italian
42078,italian
13183,italian
14828,italian
15394,mexican
46300,italian
38963,mexican
679,italian
34558,italian
31528,italian
45629,italian
5034,mexican
35031,italian
13237,mexican
42339,french
3911,mexican
20409,italian
24741,italian
18381,indian
7572,greek
24226,italian
19945,mexican
31809,italian
17903,french
48664,italian
14122,italian
3175,mexican
3403,southern_us
11062,southern_us
16629,mexican
11349,french
14353,italian
25633,mexican
11424,mexican
36024,italian
7151,italian
12777,mexican
34289,southern_us
13904,italian
40792,southern_us
11649,italian
227,italian
10396,italian
6559,korean
14195,italian
21511,chinese
431,italian
5651,italian
20754,italian
24905,italian
16731,korean
9006,italian
43909,mexican
28526,italian
31141,italian
39787,italian
35320,mexican
25077,italian
2902,italian
34305,chinese
6174,southern_us
24695,greek
12211,italian
13227,italian
728,italian
21635,italian
14011,italian
5861,italian
9976,italian
49218,italian
27684,mexican
11095,italian
47314,italian
41901,chinese
5859,italian
3947,italian
14030,italian
10056,italian
39408,italian
35283,italian
13994,brazilian
36302,british
16113,korean
47207,italian
36198,thai
21134,italian
49070,italian
8030,italian
31802,italian
36511,mexican
7785,italian
38965,italian
31453,italian
43100,mexican
32307,chinese
45405,spanish
28532,italian
16092,italian
29029,italian
5596,italian
11369,vietnamese
37436,mexican
2421,southern_us
22070,southern_us
10600,southern_us
11150,mexican
29257,italian
38540,italian
18998,italian
39974,southern_us
2159,mexican
19679,italian
44146,italian
36086,filipino
20676,italian
39779,italian
33522,vietnamese
498,thai
45937,mexican
41501,southern_us
44156,italian
5643,indian
35874,cajun_creole
24413,italian
47297,italian
10073,italian
4798,mexican
7802,italian
3970,italian
24416,italian
13072,russian
29046,italian
12898,french
24957,italian
18725,italian
46929,italian
23140,italian
30516,italian
34081,italian
12927,italian
44088,italian
20785,italian
16672,southern_us
5400,southern_us
30322,italian
17272,italian
9797,italian
14795,italian
7619,italian
42124,french
23249,italian
44158,chinese
17462,italian
3580,italian
9896,southern_us
29669,italian
30625,italian
7685,mexican
7632,italian
28349,korean
4510,thai
35383,italian
18569,italian
11379,italian
9434,italian
37774,italian
33651,jamaican
47017,french
31874,italian
26733,italian
20962,italian
1467,italian
11173,italian
12949,french
11565,southern_us
29756,mexican
25577,italian
36779,chinese
10974,italian
42163,italian
15337,italian
23242,vietnamese
7952,brazilian
27424,italian
3816,italian
27190,italian
43764,italian
17714,italian
30022,italian
33281,greek
43503,italian
27385,vietnamese
2396,italian
25387,italian
1017,spanish
18852,italian
14861,french
47487,italian
46015,chinese
12684,italian
12588,southern_us
33061,chinese
38952,italian
20915,indian
34732,french
48656,italian
38736,mexican
20374,italian
18664,italian
15638,southern_us
10458,french
47980,southern_us
43084,italian
4534,italian
26269,mexican
23498,vietnamese
5053,southern_us
5010,southern_us
49028,italian
36714,chinese
21490,mexican
8448,korean
49408,italian
28982,italian
20207,italian
37751,italian
42412,italian
47466,italian
40672,italian
47821,mexican
42090,french
10019,italian
45793,italian
32933,mexican
48283,italian
19798,greek
41233,italian
37147,italian
26516,italian
4305,italian
30883,italian
31677,italian
25378,italian
40122,italian
20889,southern_us
10994,indian
29311,italian
46431,italian
17648,italian
32111,italian
15728,italian
16960,italian
23535,french
29667,italian
31729,italian
41910,italian
13996,italian
21089,italian
32705,italian
42847,italian
26201,mexican
26813,brazilian
32471,italian
44990,italian
17237,italian
39403,italian
15652,mexican
14568,italian
44779,mexican
37888,italian
9529,italian
20700,southern_us
17741,mexican
17475,southern_us
12581,mexican
5996,italian
29042,italian
987,italian
39819,italian
31679,italian
1150,italian
39167,mexican
43037,mexican
20071,italian
43815,italian
31649,italian
12218,italian
32836,mexican
18175,french
48197,italian
31474,italian
46428,mexican
25246,mexican
2991,mexican
38216,italian
14978,italian
31085,italian
34515,italian
6026,indian
19132,italian
48775,italian
29309,italian
4033,italian
36462,indian
13235,italian
17863,italian
25694,italian
24204,italian
14541,italian
13993,chinese
8996,mexican
9943,italian
22707,italian
35292,french
46886,mexican
11566,italian
8272,italian
30552,italian
21033,italian
42971,italian
42275,italian
44059,italian
44159,spanish
48500,italian
14617,italian
7867,indian
13913,cajun_creole
40684,italian
49174,italian
34772,italian
16738,italian
11353,italian
17429,italian
6213,italian
26682,southern_us
42067,french
45944,italian
43318,italian
32084,italian
23806,italian
2721,italian
6479,french
48519,mexican
12560,mexican
4171,vietnamese
14434,italian
21159,italian
44745,indian
12965,mexican
39978,indian
32514,italian
1336,italian
48649,italian
21591,chinese
32813,italian
5818,italian
39944,greek
33274,italian
13429,italian
9739,chinese
44031,italian
25007,italian
29143,mexican
41309,southern_us
17675,italian
5570,italian
12206,italian
33553,italian
30898,french
23937,french
11454,mexican
16091,italian
6058,southern_us
18720,filipino
42018,italian
3462,italian
19617,cajun_creole
18874,italian
6416,italian
15063,southern_us
46292,chinese
38247,southern_us
36427,mexican
